trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,0,0,1,F,E,1,0,E,F,E,1,1,13,17
1,1,2,3,B,C,2,3,B,C,C,1,0,24,24
2,3,6,7,A,G,6,7,A,G,A,0,1,32,37
3,3,6,7,A,G,6,7,A,G,A,0,1,33,34
4,3,6,7,A,G,6,7,A,G,A,0,1,34,35
5,0,0,1,F,E,1,0,E,F,F,0,0,13,18
6,2,4,5,H,D,4,5,H,D,H,0,1,28,31
7,3,6,7,A,G,6,7,A,G,A,0,1,32,34
8,2,4,5,H,D,4,5,H,D,D,1,0,27,30
9,0,0,1,F,E,0,1,F,E,F,0,1,15,17
10,2,4,5,H,D,5,4,D,H,D,1,1,28,30
11,3,6,7,A,G,6,7,A,G,A,0,1,33,35
12,2,4,5,H,D,4,5,H,D,D,1,0,24,30
13,0,0,1,F,E,0,1,F,E,F,0,1,15,17
14,2,4,5,H,D,4,5,H,D,H,0,1,26,29
15,2,4,5,H,D,5,4,D,H,H,0,0,28,29
16,2,4,5,H,D,5,4,D,H,H,0,0,27,27
17,1,2,3,B,C,3,2,C,B,C,1,1,20,21
18,1,2,3,B,C,3,2,C,B,C,1,1,20,24
19,2,4,5,H,D,4,5,H,D,H,0,1,28,29
20,3,6,7,A,G,7,6,G,A,G,1,1,33,34
21,1,2,3,B,C,2,3,B,C,B,0,1,20,23
22,2,4,5,H,D,5,4,D,H,D,1,1,26,29
23,3,6,7,A,G,7,6,G,A,G,1,1,34,36
24,3,6,7,A,G,7,6,G,A,G,1,1,32,34
25,3,6,7,A,G,6,7,A,G,A,0,1,32,34
26,1,2,3,B,C,2,3,B,C,C,1,0,22,22
27,0,0,1,F,E,1,0,E,F,F,0,0,16,17
28,1,2,3,B,C,3,2,C,B,C,1,1,20,21
29,0,0,1,F,E,1,0,E,F,E,1,1,14,20
30,3,6,7,A,G,7,6,G,A,A,0,0,34,35
31,0,0,1,F,E,0,1,F,E,F,0,1,15,19
32,0,0,1,F,E,0,1,F,E,F,0,1,15,18
33,3,6,7,A,G,7,6,G,A,A,0,0,34,36
34,3,6,7,A,G,7,6,G,A,A,0,0,33,34
35,0,0,1,F,E,1,0,E,F,E,1,1,14,17
36,1,2,3,B,C,2,3,B,C,B,0,1,20,25
37,1,2,3,B,C,2,3,B,C,B,0,1,21,25
38,3,6,7,A,G,6,7,A,G,A,0,1,31,34
39,2,4,5,H,D,5,4,D,H,D,1,1,27,29
40,0,0,1,F,E,0,1,F,E,F,0,1,13,17
41,0,0,1,F,E,1,0,E,F,E,1,1,14,17
42,1,2,3,B,C,3,2,C,B,C,1,1,19,23
43,0,0,1,F,E,1,0,E,F,F,0,0,13,18
44,2,4,5,H,D,5,4,D,H,D,1,1,28,31
45,2,4,5,H,D,5,4,D,H,D,1,1,26,29
46,3,6,7,A,G,6,7,A,G,A,0,1,34,36
47,1,2,3,B,C,2,3,B,C,C,1,0,20,25
48,1,2,3,B,C,3,2,C,B,C,1,1,20,23
49,1,2,3,B,C,3,2,C,B,C,1,1,20,25
50,0,0,1,F,E,0,1,F,E,F,0,1,17,17
51,0,0,1,F,E,1,0,E,F,E,1,1,12,17
52,2,4,5,H,D,4,5,H,D,D,1,0,26,29
53,0,0,1,F,E,1,0,E,F,E,1,1,16,17
54,2,4,5,H,D,5,4,D,H,D,1,1,27,29
55,2,4,5,H,D,5,4,D,H,D,1,1,27,29
56,1,2,3,B,C,3,2,C,B,C,1,1,20,24
57,1,2,3,B,C,2,3,B,C,C,1,0,20,22
58,1,2,3,B,C,2,3,B,C,C,1,0,20,24
59,3,6,7,A,G,7,6,G,A,G,1,1,34,36
0,99,0,1,F,E,1,0,E,F,F,0,0,0,0
1,99,0,2,F,B,2,0,B,F,B,1,1,0,0
2,99,0,3,F,C,3,0,C,F,C,1,1,0,0
3,99,0,4,F,H,0,4,F,H,F,0,1,0,0
4,99,0,5,F,D,5,0,D,F,D,1,1,0,0
5,99,0,6,F,A,6,0,A,F,A,1,1,0,0
6,99,0,7,F,G,0,7,F,G,F,0,1,0,0
7,99,1,2,E,B,2,1,B,E,B,1,1,0,0
8,99,1,3,E,C,1,3,E,C,C,1,0,0,0
9,99,1,4,E,H,4,1,H,E,H,1,1,0,0
10,99,1,5,E,D,5,1,D,E,D,1,1,0,0
11,99,1,6,E,A,6,1,A,E,A,1,1,0,0
12,99,1,7,E,G,1,7,E,G,E,0,1,0,0
13,99,2,3,B,C,3,2,C,B,C,1,1,0,0
14,99,2,4,B,H,4,2,H,B,H,1,1,0,0
15,99,2,5,B,D,2,5,B,D,B,0,1,0,0
16,99,2,6,B,A,2,6,B,A,A,1,0,0,0
17,99,2,7,B,G,7,2,G,B,G,1,1,0,0
18,99,3,4,C,H,4,3,H,C,H,1,1,0,0
19,99,3,5,C,D,5,3,D,C,C,0,0,0,0
20,99,3,6,C,A,6,3,A,C,A,1,1,0,0
21,99,3,7,C,G,3,7,C,G,C,0,1,0,0
22,99,4,5,H,D,4,5,H,D,D,1,0,0,0
23,99,4,6,H,A,4,6,H,A,H,0,1,0,0
24,99,4,7,H,G,7,4,G,H,H,0,0,0,0
25,99,5,6,D,A,6,5,A,D,A,1,1,0,0
26,99,5,7,D,G,5,7,D,G,G,1,0,0,0
27,99,6,7,A,G,7,6,G,A,G,1,1,0,0
